24612	clang accepts "constexpr void f() { throw; }"
25100	clang++ reaches UNREACHABLE code at lib/AST/StmtProfile.cpp:851
23156	gcc5 defines __GLIBCXX_TYPE_INT_N_0 and __GLIBCXX_BITSIZE_INT_N_0 in C++ mode
25619	no matching conversion for functional-style cast from 'void' to 'X'
23441	Compile time optimization generates wrong results with AVX intrinsics
23667	Clang fails to dllexport explicit class template specialization definition with previous explicit template specialization declaration
22352	single-element initializer_list and overload resolution
23856	Generic lambda init-captures can't be captured again
22588	Error when explicitly specify template parameters for variadic template function that uses variadic arguments in return type specification
24164	Lifetime of temporaries created in init-captures
22855	Assertion failed: Ptr must be a pointer to Val type!
24626	clang incorrectly deduces ambiguous template from base class
25117	Assertion `Kind.getKind() == InitializationKind::IK_Copy || Kind.isExplicitCast() || Kind.getKind() == InitializationKind::IK_DirectList' failed
23165	abort with "pure virtual method called", when a virtual function is called on a POD temporary passed as an argument (in program compiled w/ clang trunk -std=c++11)
24987	spec cpu2006 benchmark 400 perlbench : compiler segfaults with O3 flto
25635	MSVC __declspec(property) - Indexed accessor property not supported correctly (clang 4.2.1)
23484	Clang fail: Assertion `!Old || Old->getCachedLinkage() == D->getCachedLinkage()' failed
23707	Code in the false branch of an "if" is executed
22354	generic lambda capture fails with undefined reference to custom copy ctor
23892	Crash in WinCOFFObjectWriter::recordRelocation related to EH
22591	Compilation of exported class gives errors when class is not copyable and/or copy-assignable
24212	ICE on use of alias template resulting in array type nested within class template
22877	Missing destructors for default arguments created during list-initialization of array
24629	Crash on explicit instantiation
25181	Crash on invalid when class template method definition is moved inline without removing the template or classname
23186	Type correction leads to null dereference
24989	Regression: Lambda with no return behaves differently from lambda with empty return
25636	MSVC __declspec(property) - Indexed accessor property not supported correctly (clang 4.2.1)
23513	msvc14 Compilation failed
23716	Frontend crashes on clang::Sema::tryCaptureVariable
22367	Incomplete AST related to std::initializer_list
23904	[DR1591] Clang cannot deduce the template parameter when function parameter type is reference to array and template argument is braced-init-list
22601	defaulted class template parameters dropped when rededucing template template parameter
24246	Assertion failed: isa<X>(Val) && "cast<Ty>() argument of incompatible type!", include/llvm/Support/Casting.h, line 237
22924	support braced-init-list of exact size + array new with no default ctor as an extension
24630	-Wnonnull should not warn when in an unevaluated context.
25250	Template argument deduction via alias template fails spuriously
23194	Assertion failed: (isa<LabelDecl>(D) && "declaration not instantiated in this scope")
25022	A void* handler doesn't catch nullptr_t, violating 15.3p3.4
25656	gcc cxx11 abi and clang
23514	Out-of-sequence initialiser causes clang to crash
22079	implement cwg1941 to support inheriting constructor SFINAE
23733	[Windows] Clang doesn't support std::atomic<function pointer> with Microsoft's STL
22388	Constructor inheritance trouble, and crash on error
23931	Clang allows a virtual member function inside a union
22639	clang fails to propagate constness to union member in template
24289	non-deterministic Codegen crash for function static initializer_list
22939	char16_t & char32_t for LLVM-vs2014(_xp)
24651	bootstrap on windows is broken
25264	Segfault when using undefined variable in lambda that is assigned to std::function
23215	Pure virtual warning for qualified calls
25055	[cwg616] member access on a prvalue should produce an xvalue, not a prvalue
25661	Clang frontend doesn't deal with class member function pointer passed as template argument correctly on Windows
23526	Clang fails to apply const to a function typedef.
22117	clang crashes on c++14 lambda -- clang ToT (trunk 225356)
23740	dependent expr created by delayed typo correction leads to crash
22396	clang: infinite loop in clang::Sema::CreateOverloadedBinOp on invalid input
23942	Some invalid pure-specifiers incorrectly accepted
